WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..Gals.,EUR_o..Mstb.,Length,NStages,TotalFluid_Comp,Total_Proppant,Nrecords
1216,2008,E,APACHE CORPORATION,REAGAN,39586,2008,31.5239,-101.66928,8326,40,20,WFMP,SPBR_U --> WFMP,2.0,2,221886.0,0.0,0.0,0.0,285500.0,221886.0,25.776,1567,2,365484.0,123000.0,2
1214,2005,E,APACHE CORPORATION,REAGAN,39587,2008,31.51698,-101.67336,8264,40,20,WFMP,CLFK --> WFMP,2.0,2,209000.0,0.0,0.0,0.0,265075.0,209000.0,29.355999999999998,2014,2,480522.0,170852.0,2
1416,2364,B,BERRY OIL COMPANY,UPTON,39588,2008,31.58401,-102.07149,10376,160,40,WFMP,WFMP --> WFMP,1.0,2,610806.0,19362.0,0.0,0.0,703547.0,630168.0,83.18,2191,1,541086.0,634744.0,2
1409,2354,B,PIONEER NATURAL RESOURCES USA INC,UPTON,39591,2008,31.502190000000002,-102.03612,10528,40,160,WFMP,CLFK --> WFMP,10.0,20,0.0,16500.0,831918.0,0.0,843089.0,848418.0,73.2,1422,4,532000.0,468000.0,4
645,1085,A,APACHE CORPORATION,MIDLAND,39598,2008,31.781959999999998,-102.163,10400,80,40,WFMP,SPBR_U --> WFMP,7.0,14,0.0,12000.0,349370.0,0.0,587256.0,361370.0,47.496,977,4,405279.0,130040.0,8
1414,2360,B,PRIME OPERATING COMPANY,UPTON,39605,2008,31.561220000000002,-101.97573,10050,40,80,WFMP,SPBR_U --> WFMP,5.0,5,573000.0,0.0,0.0,0.0,221500.0,573000.0,58.388000000000005,3586,9,23054000.0,917110.0,9
650,1092,A,APACHE CORPORATION,MIDLAND,39607,2008,31.790670000000002,-102.15701,9902,80,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,10500.0,486877.0,0.0,638540.0,497377.0,49.64048366,1541,3,201993.0,473620.0,6
1418,2366,B,BERRY OIL COMPANY,UPTON,39607,2008,31.594109999999997,-102.06164,10628,40,40,WFMP,SPBR_U --> WFMP,1.0,2,1037820.0,17052.0,0.0,0.0,1303680.0,1054872.0,61.571999999999996,2413,1,789558.0,770064.0,2
639,1071,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39610,2008,31.863879999999998,-101.95663,11022,40,Sub 20,WFMP,SPBR_U --> WFMP,1.0,2,1466640.0,21084.0,0.0,0.0,775280.0,1487724.0,51.82,2331,1,581100.0,694400.0,2
1415,2361,B,PRIME OPERATING COMPANY,UPTON,39612,2008,31.563159999999996,-101.96728,10033,40,40,WFMP,SPBR_U --> WFMP,4.0,4,350500.0,0.0,700500.0,0.0,356750.0,1051000.0,26.56,3020,1,972342.0,918675.0,2
1224,2020,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,39614,2008,31.587509999999998,-101.59855,8201,40,40,SPBR_L,SPBR_U --> SPBR_L,4.0,8,0.0,6000.0,207161.0,0.0,578829.0,213161.0,27.38,1580,3,198067.0,472300.0,6
75,122,D,MERIT ENERGY COMPANY,GLASSCOCK,39616,2008,31.74877,-101.68896,9535,80,80,WFMP,WFMP --> WFMP,4.0,8,0.0,34146.0,0.0,0.0,402403.0,34146.0,35.256,1950,6,574026.0,224088.0,12
1212,2002,E,APACHE CORPORATION,REAGAN,39616,2008,31.5198,-101.64771,8271,40,40,WFMP,SPBR_U --> WFMP,2.0,2,220655.0,0.0,0.0,0.0,258000.0,220655.0,21.948,1910,2,504800.0,149700.0,2
1204,1991,E,APACHE CORPORATION,REAGAN,39617,2008,31.520970000000002,-101.70988,8415,80,40,WFMP,CLFK --> WFMP,2.0,2,220911.0,0.0,0.0,0.0,258000.0,220911.0,16.276,1636,2,365750.0,123000.0,2
1205,1992,E,APACHE CORPORATION,REAGAN,39618,2008,31.52543,-101.7068,8428,80,40,WFMP,SPBR_U --> WFMP,2.0,2,220911.0,0.0,0.0,0.0,207125.0,220911.0,25.85188981,1584,2,365806.0,123000.0,2
643,1080,C,APACHE CORPORATION,MIDLAND,39618,2008,31.786240000000003,-101.78524,8954,80,40,WFMP,SPBR_U --> WFMP,2.0,2,300887.0,0.0,0.0,0.0,288000.0,300887.0,19.07999174,1748,3,180716.0,480600.0,6
649,1090,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39621,2008,31.82494,-101.96168,10249,40,80,WFMP,SPBR_L --> WFMP,6.0,12,0.0,17000.0,592456.0,0.0,532452.0,609456.0,33.668,1528,1,690144.0,555860.0,1
1213,2004,F,APACHE CORPORATION,REAGAN,39622,2008,31.63161,-101.55869,8234,80,20,WFMP,CLFK --> WFMP,2.0,2,220375.0,0.0,0.0,0.0,258000.0,220375.0,8.544,2318,2,504800.0,149700.0,2
58,97,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39624,2008,31.97212,-101.68489,9983,40,Over 160,WFMP,CLFK --> WFMP,7.0,14,0.0,19000.0,552036.0,0.0,552180.0,571036.0,21.94799122,2748,6,466207.0,638440.0,12
1188,1966,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39624,2008,31.444290000000002,-101.59783,8610,80,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,10500.0,388487.0,0.0,782240.0,398987.0,22.748,1594,2,383200.0,100450.0,2
1410,2355,B,PIONEER NATURAL RESOURCES USA INC,UPTON,39624,2008,31.49475,-101.99463,10540,80,80,WFMP,SPBR_U --> WFMP,8.0,16,0.0,13000.0,695296.0,0.0,849260.0,708296.0,46.4913173,1537,5,686450.0,588000.0,5
1425,2378,B,PRIME OPERATING COMPANY,UPTON,39626,2008,31.5596,-101.96643,9991,40,40,WFMP,SPBR_U --> WFMP,3.0,3,454500.0,0.0,0.0,0.0,356750.0,454500.0,48.028,1617,3,202954.0,469940.0,6
1424,2377,B,PRIME OPERATING COMPANY,UPTON,39634,2008,31.567709999999998,-101.9646,10033,40,40,WFMP,SPBR_U --> WFMP,3.0,3,368000.0,0.0,0.0,0.0,356750.0,368000.0,36.356,1664,3,199292.0,470870.0,8
1422,2372,B,PRIME OPERATING COMPANY,UPTON,39636,2008,31.56216,-101.97163,10013,40,40,WFMP,SPBR_U --> WFMP,3.0,3,454500.0,0.0,0.0,0.0,356750.0,454500.0,36.436,1674,3,206474.0,471200.0,6
1221,2015,F,APACHE CORPORATION,REAGAN,39636,2008,31.615679999999998,-101.5237,8534,40,80,WFMP,CLFK --> WFMP,3.0,3,374000.0,0.0,0.0,0.0,381000.0,374000.0,21.291999999999998,1551,3,197074.0,470820.0,6
1215,2007,E,APACHE CORPORATION,REAGAN,39638,2008,31.530820000000002,-101.65117,8276,40,20,WFMP,SPBR_U --> WFMP,2.0,2,220538.0,0.0,0.0,0.0,271750.0,220538.0,12.592,1555,2,368508.0,125830.0,2
1217,2010,E,APACHE CORPORATION,REAGAN,39641,2008,31.478009999999998,-101.66555,8212,40,40,SPBR_L,SPBR_U --> SPBR_L,2.0,2,208000.0,0.0,0.0,0.0,271750.0,208000.0,47.16539174,1561,2,368508.0,125830.0,2
1420,2370,B,BERRY OIL COMPANY,UPTON,39643,2008,31.59116,-102.07379,10459,160,40,WFMP,SPBR_L --> WFMP,1.0,2,762972.0,15624.0,0.0,0.0,827900.0,778596.0,49.9394299,1662,3,206474.0,469800.0,6
1189,1967,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39647,2008,31.440170000000002,-101.60093,8615,80,40,WFMP,SPBR_U --> WFMP,7.0,14,0.0,135000.0,571162.0,0.0,853450.0,706162.0,22.695999999999998,1617,2,383200.0,100450.0,2
1413,2359,B,JM COX RESOURCES LIMITED PARTNERSHIP,UPTON,39652,2008,31.551190000000002,-102.06958,10550,160,80,WFMP,CLFK --> WFMP,7.0,7,0.0,0.0,528864.0,0.0,645000.0,528864.0,44.856,3140,8,1103376.0,911625.0,8
1190,1968,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39654,2008,31.44557,-101.58995999999999,8600,80,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,10500.0,468254.0,0.0,713091.0,478754.0,30.744,1621,2,383200.0,100450.0,2
1421,2371,B,BERRY OIL COMPANY,UPTON,39655,2008,31.586090000000002,-102.06326,10605,80,40,WFMP,SPBR_U --> WFMP,1.0,2,875112.0,16422.0,0.0,0.0,1170400.0,891534.0,69.55067967,1671,3,180000.0,473330.0,6
1218,2011,E,APACHE CORPORATION,REAGAN,39657,2008,31.47911,-101.66069,8220,40,40,WFMP,SPBR_U --> WFMP,2.0,2,208000.0,0.0,0.0,0.0,271750.0,208000.0,25.54,1554,3,193889.0,470095.0,4
674,1130,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,39660,2008,31.689390000000003,-102.19964,10350,40,80,WFMP,SPBR_U --> WFMP,1.0,2,0.0,16500.0,811300.0,0.0,750000.0,827800.0,70.14,916,4,297889.0,111520.0,8
1225,2023,E,APACHE CORPORATION,REAGAN,39665,2008,31.520640000000004,-101.65128,8278,20,20,WFMP,SPBR_U --> WFMP,2.0,2,196751.0,0.0,0.0,0.0,273280.0,196751.0,21.151999999999997,1794,2,373400.0,123000.0,2
1211,2000,E,APACHE CORPORATION,REAGAN,39665,2008,31.52245,-101.65293,8254,20,40,WFMP,SPBR_U --> WFMP,2.0,2,220655.0,0.0,0.0,0.0,258000.0,220655.0,19.764,2196,2,504800.0,149700.0,2
652,1095,A,APACHE CORPORATION,MIDLAND,39665,2008,31.79744,-102.17711,9991,160,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,9000.0,437516.0,0.0,492240.0,446516.0,18.56291316,2031,1,1070580.0,950800.0,1
1203,1988,E,APACHE CORPORATION,REAGAN,39666,2008,31.51016,-101.6403,8208,40,40,WFMP,SPBR_U --> WFMP,2.0,2,210000.0,0.0,0.0,0.0,224875.0,210000.0,15.18175478,1672,2,383200.0,100450.0,2
1423,2375,B,PRIME OPERATING COMPANY,UPTON,39667,2008,31.563990000000004,-101.96370999999999,10027,40,40,WFMP,SPBR_U --> WFMP,3.0,3,410750.0,0.0,0.0,0.0,27500.0,410750.0,41.136,898,1,175500.0,400000.0,2
669,1124,A,APACHE CORPORATION,MIDLAND,39667,2008,31.73623,-102.17925,10207,160,40,WFMP,SPBR_U --> WFMP,7.0,14,0.0,12000.0,583426.0,0.0,561380.0,595426.0,34.07126625,1280,1,462950.0,215500.0,2
668,1123,A,APACHE CORPORATION,MIDLAND,39668,2008,31.73671,-102.19261999999999,10205,40,40,WFMP,SPBR_L --> WFMP,7.0,14,0.0,12000.0,636880.0,0.0,508180.0,648880.0,47.458,879,4,316905.0,110139.0,8
1220,2014,E,APACHE CORPORATION,REAGAN,39673,2008,31.47627,-101.65664,8186,40,40,WFMP,SPBR_U --> WFMP,2.0,2,278750.0,0.0,0.0,0.0,16750.0,278750.0,14.376,1568,3,195691.0,471210.0,6
1228,2027,E,APACHE CORPORATION,REAGAN,39680,2008,31.46909,-101.65428,8177,40,20,WFMP,SPBR_U --> WFMP,2.0,2,278750.0,0.0,0.0,0.0,16750.0,278750.0,15.93179403,2259,2,509250.0,149852.0,2
1226,2025,E,APACHE CORPORATION,REAGAN,39680,2008,31.46572,-101.6532,8156,40,40,WFMP,SPBR_U --> WFMP,2.0,2,278750.0,0.0,0.0,0.0,16750.0,278750.0,15.655999999999999,1653,3,198032.0,473080.0,5
1227,2026,E,APACHE CORPORATION,REAGAN,39682,2008,31.468329999999998,-101.65087,8179,40,20,WFMP,SPBR_U --> WFMP,2.0,2,278750.0,0.0,0.0,0.0,16750.0,278750.0,13.43492656,1659,2,393965.0,104941.0,2
1233,2040,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39684,2008,31.542820000000003,-101.7297,8554,160,40,SPBR_L,SPBR_U --> SPBR_L,4.0,8,0.0,6000.0,234826.0,0.0,587700.0,240826.0,69.09392334,1723,3,206716.0,470020.0,6
73,120,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,39685,2008,31.85353,-101.65011,10511,40,40,ATOKA,CLFK --> ATOKA,1.0,2,0.0,16128.0,1004640.0,0.0,1221471.973,1020768.0,45.376000000000005,1144,4,34146.0,402403.0,8
661,1107,B,ATHLON ENERGY OPERATING LLC,MIDLAND,39690,2008,31.68191,-102.01018,10220,,,WFMP,WFMP --> WFMP,3.0,5,,,,,233100.0,,32.796,921,6,1002083.0,746260.0,12
651,1093,A,APACHE CORPORATION,MIDLAND,39693,2008,31.80153,-102.16051999999999,9898,160,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,9500.0,524188.0,0.0,593420.0,533688.0,12.869000000000002,1522,3,194630.0,482500.0,6
1219,2013,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39696,2008,31.61497,-101.76866,10657,Over 160,20,WFMP,WFMP --> WFMP,5.0,12,0.0,19000.0,453366.0,0.0,256111.0,472366.0,13.824000000000002,1570,3,197568.0,452300.0,6
656,1099,A,APACHE CORPORATION,MIDLAND,39697,2008,31.77075,-102.16407,10402,160,80,WFMP,SPBR_U --> WFMP,7.0,14,0.0,12000.0,541766.0,0.0,587140.0,553766.0,35.40801779,1751,2,485562.0,168500.0,2
647,1087,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39701,2008,31.65638,-101.97487,10513,80,40,WFMP,SPBR_L --> WFMP,6.0,12,0.0,10500.0,697277.0,0.0,751509.0,707777.0,53.684,2478,1,528276.0,651880.0,1
1235,2042,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39704,2008,31.53483,-101.73183,8564,80,40,SPBR_L,SPBR_U --> SPBR_L,4.0,8,0.0,6000.0,222308.0,0.0,584747.0,228308.0,33.728,1569,3,184506.0,486860.0,6
1232,2039,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39713,2008,31.61262,-101.69658000000001,8515,80,20,SPBR_L,SPBR_U --> SPBR_L,4.0,8,0.0,6000.0,240762.0,0.0,601360.0,246762.0,17.184,1647,3,207812.0,471340.0,6
685,1141,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39720,2008,31.79245,-102.19753,10554,40,160,WFMP,SPBR_L --> WFMP,9.0,18,0.0,15000.0,667611.0,0.0,763170.0,682611.0,61.028,1093,4,364314.0,113345.0,9
657,1100,A,APACHE CORPORATION,MIDLAND,39721,2008,31.828229999999998,-102.09806,10282,Over 160,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,10500.0,460288.0,0.0,437140.0,470788.0,46.732,992,1,485562.0,168500.0,2
653,1096,A,APACHE CORPORATION,MIDLAND,39726,2008,31.7689,-102.15437,10380,80,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,10500.0,420783.0,0.0,583403.0,431283.0,15.08381372,2023,1,648102.0,749500.0,1
82,135,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39728,2008,31.76303,-101.59156999999999,10430,80,Over 160,WFMP,SPBR_U --> WFMP,6.0,12,0.0,10500.0,624937.0,0.0,695140.0,635437.0,27.776,3491,6,578513.0,481460.0,12
679,1135,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39731,2008,31.910740000000004,-101.94972,9418,Over 160,Over 160,WFMP,SPBR_L --> WFMP,6.0,12,0.0,10500.0,363372.0,0.0,878020.0,373872.0,35.70501952,2038,6,409977.0,528357.0,12
636,1065,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39736,2008,31.85843,-101.96404,10947,40,20,ATOKA,SPBR_U --> ATOKA,1.0,2,0.0,20076.0,769146.0,0.0,800960.0,789222.0,29.730999999999998,2640,1,580314.0,704120.0,1
693,1151,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39737,2008,31.672220000000003,-102.02027,10500,160,40,WFMP,SPBR_U --> WFMP,7.0,14,0.0,12000.0,709611.0,0.0,688562.0,721611.0,42.5222477,2042,5,386704.0,495179.0,10
662,1108,A,APACHE CORPORATION,MIDLAND,39744,2008,31.8212,-102.0958,10320,160,40,WFMP,SPBR_U --> WFMP,7.0,14,0.0,12000.0,577657.0,0.0,800820.0,589657.0,28.252,996,5,775052.0,520740.0,10
1234,2041,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39746,2008,31.5198,-101.73153,8526,80,40,SPBR_L,CLFK --> SPBR_L,4.0,8,0.0,7500.0,324742.0,0.0,742220.0,332242.0,46.016000000000005,1651,3,196388.0,473380.0,4
1433,2398,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,39748,2008,31.498990000000003,-102.09245,10505,40,Over 160,WFMP,SPBR_U --> WFMP,1.0,2,0.0,14000.0,802000.0,0.0,660000.0,816000.0,83.50399999999999,2017,4,293373.0,187351.0,8
74,121,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39760,2008,31.98413,-101.73284,9976,80,Over 160,WFMP,SPBR_L --> WFMP,11.0,22,0.0,18000.0,679906.0,0.0,1328840.0,697906.0,17.38,924,4,500598.0,331929.0,8
696,1159,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,39767,2008,31.77672,-102.05858,10291,80,40,WFMP,SPBR_U --> WFMP,1.0,2,451000.0,12150.0,0.0,0.0,431000.0,463150.0,42.052,2392,1,655116.0,491380.0,2
70,115,C,APACHE CORPORATION,GLASSCOCK,39772,2008,31.721709999999998,-101.77145,9882,80,40,WFMP,SPBR_U --> WFMP,7.0,14,0.0,12000.0,547628.0,0.0,602280.0,559628.0,11.187999999999999,2621,7,600791.0,625880.0,14
673,1128,A,APACHE CORPORATION,MIDLAND,39772,2008,31.72568,-102.1758,10104,80,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,10500.0,538332.0,0.0,602400.0,548832.0,40.388000000000005,883,4,258312.0,104000.0,8
71,116,C,APACHE CORPORATION,GLASSCOCK,39774,2008,31.71538,-101.76703,9876,80,40,WFMP,SPBR_U --> WFMP,7.0,14,0.0,20000.0,676928.0,0.0,648070.0,696928.0,25.4251233,2715,7,589219.0,621902.0,14
663,1109,A,APACHE CORPORATION,MIDLAND,39775,2008,31.82661,-102.08886,10300,160,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,10500.0,487235.0,0.0,582080.0,497735.0,29.636,2124,7,670432.0,771220.0,14
665,1116,A,APACHE CORPORATION,MIDLAND,39775,2008,31.722170000000002,-102.20576,10092,80,40,WFMP,SPBR_U --> WFMP,7.0,14,0.0,12000.0,617151.0,0.0,680379.0,629151.0,56.996,2190,6,501959.0,565240.0,12
72,118,C,APACHE CORPORATION,GLASSCOCK,39776,2008,31.713359999999998,-101.77513,9886,80,40,WFMP,SPBR_U --> WFMP,7.0,14,0.0,19000.0,570219.0,0.0,621902.0,589219.0,16.768,3449,1,1020768.0,1090000.0,2
1429,2385,B,PIONEER NATURAL RESOURCES USA INC,UPTON,39776,2008,31.516759999999998,-101.95501999999999,10624,40,40,WFMP,SPBR_U --> WFMP,10.0,20,0.0,16500.0,972301.0,0.0,923020.0,988801.0,49.468,1727,4,296801.0,177537.0,8
80,132,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39777,2008,31.77082,-101.59428,10404,40,160,ATOKA,WFMP --> ATOKA,4.0,9,0.0,12500.0,460671.0,0.0,257881.0,473171.0,62.13588059,2376,6,565908.0,476600.0,12
79,131,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39777,2008,31.766859999999998,-101.61135,10568,40,80,WFMP,SPBR_U --> WFMP,7.0,14,0.0,12000.0,755718.0,0.0,672071.0,767718.0,19.24918288,2157,8,992712.0,744620.0,16
691,1148,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,39782,2008,31.83922,-102.08248,10143,80,160,WFMP,SPBR_U --> WFMP,1.0,2,502000.0,15000.0,0.0,0.0,478000.0,517000.0,33.5106793,2017,6,445016.0,569780.0,12
1427,2380,B,APACHE CORPORATION,UPTON,39783,2008,31.51928,-102.02449,10403,40,160,WFMP,SPBR_U --> WFMP,3.0,3,546000.0,0.0,0.0,0.0,36500.0,546000.0,28.50589361,1592,3,196057.0,470700.0,6
1432,2392,B,APACHE CORPORATION,UPTON,39783,2008,31.51385,-102.03133000000001,10081,40,160,WFMP,CLFK --> WFMP,3.0,3,516000.0,0.0,0.0,0.0,36500.0,516000.0,36.45196917,1603,3,202232.0,472150.0,6
78,129,F,ATHLON FE OPERATING LLC,GLASSCOCK,39791,2008,31.70944,-101.48711,10200,160,Over 160,ATOKA,WFMP --> ATOKA,5.0,10,0.0,12080.0,474075.0,0.0,318295.0,486155.0,28.724,1711,4,473171.0,257881.0,9
677,1133,B,ATHLON ENERGY OPERATING LLC,MIDLAND,39794,2008,31.683740000000004,-102.05086999999999,10265,,,WFMP,SPBR_U --> WFMP,5.0,10,0.0,10000.0,0.0,0.0,849000.0,10000.0,28.04,2399,1,586278.0,749860.0,1
670,1125,A,APACHE CORPORATION,MIDLAND,39795,2008,31.726159999999997,-102.18947,10108,80,40,WFMP,SPBR_L --> WFMP,5.0,10,0.0,9000.0,408373.0,0.0,444940.0,417373.0,45.416000000000004,2023,1,522000.0,292800.0,2
1430,2387,B,PIONEER NATURAL RESOURCES USA INC,UPTON,39797,2008,31.49853,-101.97049,10658,40,80,WFMP,SPBR_U --> WFMP,8.0,16,0.0,13500.0,804106.0,0.0,883105.0,817606.0,34.36550187,806,3,294444.0,116000.0,6
681,1137,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39797,2008,31.73613,-101.83289,9082,40,20,WFMP,CLFK --> WFMP,3.0,6,0.0,4500.0,170103.0,0.0,456640.0,174603.0,16.264,2049,5,428608.0,538880.0,10
675,1131,B,ATHLON ENERGY OPERATING LLC,MIDLAND,39797,2008,31.66928,-102.09523,10055,160,40,WFMP,SPBR_U --> WFMP,8.0,16,0.0,964596.0,0.0,0.0,815400.0,964596.0,16.964000000000002,939,4,305642.0,111232.0,8
682,1138,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39797,2008,31.737170000000003,-101.82889,9086,40,20,WFMP,SPBR_U --> WFMP,5.0,10,0.0,7500.0,396636.0,0.0,630812.0,404136.0,42.724,2039,6,450221.0,592184.0,12
658,1101,A,APACHE CORPORATION,MIDLAND,39800,2008,31.793390000000002,-102.16256,10005,80,40,WFMP,CLFK --> WFMP,5.0,10,0.0,7500.0,527315.0,0.0,564100.0,534815.0,37.72997991,1614,6,424314.0,404060.0,12
672,1127,A,APACHE CORPORATION,MIDLAND,39801,2008,31.71912,-102.18715999999999,10096,80,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,10500.0,569065.0,0.0,637460.0,579565.0,32.66,1151,5,408076.0,295300.0,10
648,1089,C,APACHE CORPORATION,MIDLAND,39804,2008,31.750359999999997,-101.77816,9905,40,40,WFMP,SPBR_U --> WFMP,7.0,14,0.0,12000.0,598283.0,0.0,626140.0,610283.0,7.68,2442,1,686490.0,710520.0,1
660,1106,A,ATHLON ENERGY OPERATING LLC,MIDLAND,39808,2008,31.772240000000004,-102.06153,10187,80,40,WFMP,CLFK --> WFMP,8.0,16,0.0,22400.0,0.0,0.0,538500.0,22400.0,45.716,1508,5,350034.0,388540.0,11
659,1104,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39819,2009,31.91716,-101.88929,9650,40,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,12000.0,628140.0,0.0,650040.0,640140.0,27.901,1648,6,426162.0,406660.0,12
1236,2048,E,APACHE CORPORATION,REAGAN,39819,2009,31.504609999999996,-101.66499,8270,40,40,WFMP,SPBR_U --> WFMP,2.0,2,388750.0,0.0,0.0,0.0,46150.0,388750.0,23.846,1820,4,272814.0,465061.0,5
1222,2016,F,APACHE CORPORATION,REAGAN,39820,2009,31.62538,-101.53113,8500,40,80,WFMP,SPBR_U --> WFMP,2.0,2,502250.0,0.0,0.0,0.0,64750.0,502250.0,20.56059578,1563,2,146084.0,339353.0,5
1223,2018,F,APACHE CORPORATION,REAGAN,39822,2009,31.592940000000002,-101.52539,8527,40,40,WFMP,SPBR_U --> WFMP,2.0,2,448250.0,0.0,0.0,0.0,63350.0,448250.0,23.77308795,1564,3,193178.0,470500.0,6
1237,2051,E,APACHE CORPORATION,REAGAN,39823,2009,31.47608,-101.60758,10270,80,40,STRAWN,WFMP --> STRAWN,2.0,2,449500.0,0.0,0.0,0.0,137000.0,449500.0,36.584,1627,2,383200.0,100450.0,2
1435,2403,B,PRIME OPERATING COMPANY,UPTON,39826,2009,31.550440000000002,-101.98988,10000,80,20,WFMP,SPBR_U --> WFMP,1.0,2,138000.0,0.0,0.0,0.0,74000.0,138000.0,51.28691275,1165,4,285544.0,488300.0,8
77,125,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39826,2009,31.97545,-101.66830999999999,9996,40,Over 160,WFMP,WFMP --> WFMP,6.0,12,0.0,14000.0,864409.0,0.0,449794.0,878409.0,55.763999999999996,2795,10,1420486.0,1208281.0,20
1428,2381,B,APACHE CORPORATION,UPTON,39832,2009,31.52448,-102.03477,10316,40,40,WFMP,SPBR_U --> WFMP,3.0,3,472500.0,0.0,0.0,0.0,418000.0,472500.0,37.07602193,1551,3,199299.0,471850.0,6
1239,2056,E,APACHE CORPORATION,REAGAN,39833,2009,31.43794,-101.67541,8157,40,40,WFMP,SPBR_U --> WFMP,2.0,2,291500.0,0.0,0.0,0.0,362375.0,291500.0,33.416,1635,2,365750.0,123000.0,2
692,1150,C,LEGACY RESERVES OPERATING LP,MIDLAND,39834,2009,31.89466,-101.91771,10672,40,80,WFMP,SPBR_U --> WFMP,1.0,2,1176000.0,18000.0,0.0,0.0,996000.0,1194000.0,66.556,2079,6,330492.0,504609.0,12
700,1168,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,39835,2009,31.76776,-102.06448,10089,40,40,WFMP,SPBR_U --> WFMP,1.0,3,458200.0,128000.0,0.0,0.0,433600.0,586200.0,22.104,2583,1,1487724.0,775280.0,2
84,138,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39836,2009,31.77052,-101.6114,10488,40,40,STRAWN,SPBR_U --> STRAWN,5.0,13,0.0,141527.0,321339.0,57594.0,516840.0,520460.0,16.288,4299,1,941724.0,1054000.0,2
87,145,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39841,2009,31.765459999999997,-101.61875,10108,80,80,WFMP,SPBR_U --> WFMP,6.0,12,0.0,10500.0,514797.0,0.0,562960.0,525297.0,30.744,889,1,85000.0,0.0,2
86,143,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39856,2009,31.76336,-101.62769,10091,160,40,WFMP,SPBR_U --> WFMP,6.0,12,0.0,10500.0,418005.0,0.0,563980.0,428505.0,55.758,3516,4,1401510.0,1335256.0,8
697,1161,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39860,2009,31.96177,-101.77901999999999,10480,80,80,ATOKA,SPBR_U --> ATOKA,1.0,2,0.0,22092.0,839454.0,0.0,878070.0,861546.0,71.876,2227,1,819294.0,803710.0,1
684,1140,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39863,2009,31.87247,-101.96851,10990,40,Sub 20,ATOKA,SPBR_L --> ATOKA,1.0,3,28728.0,15036.0,561330.0,0.0,761600.0,605094.0,76.10923649,945,4,376388.0,140871.0,8
