WellID,Number,Type,Depth Top,Depth Base,Fluid Amount,Fluid Units,Fluid Type,Propping Agent Amount,Propping Agent Units,Propping Agent Type,Pressure Breakdown,Injection Rate,Additive,Mesh Size,Remark
1360,5,ACID,8944,10198,6000.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1360,6,FRAC,8944,10198,640558.0,GAL,GEL,439014.0,LB,SAND,,,GELA,20/40,"DETAILS: 10# LINEAR GEL, MSD"
1361,1,ACID,7202,8120,6000.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1361,2,FRAC,7202,8120,211870.0,GAL,X-LINKGEL,393340.0,LB,SAND,,,,20/40,"DETAILS: 18# XLINK GEL, MSD"
1361,3,ACID,8604,8821,1500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1361,4,FRAC,8604,8821,74872.0,GAL,X-LINKGEL,163305.0,LB,SAND,,,,20/40,"DETAILS: 18# XLINK GEL, MSD"
1361,5,ACID,8903,10247,6000.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1361,6,FRAC,8903,10247,642004.0,GAL,GEL,44279.0,LB,SAND,,,GELA,,"DETAILS: 10# LINEAR GEL, 30/50, 20/40 MSD"
1363,1,ACID,7898,8454,3000.0,GAL,A,0,undefined,undefined,,,HCL,,
1363,2,FRAC,7898,8454,145292.0,GAL,X-LINKGEL,295969.0,LB,SAND,,,XLNK,16/30,25# XL
1363,3,ACID,8699,9086,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1363,4,FRAC,8699,9086,70994.0,GAL,X-LINKGEL,152337.0,LB,SAND,,,XLNK,20/40,18# XL
1363,5,ACID,9165,10689,10500.0,GAL,A,0,undefined,undefined,,,HCL,,
1363,6,FRAC,9165,10689,970302.0,GAL,GEL,738084.0,LB,SAND,,,XLNK,,"DETAILS: 10# LINEAR, 20/40, 30/50"
1366,1,ACID,7975,8316,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1366,2,FRAC,7975,8316,159574.0,GAL,X-LINKGEL,394387.0,LB,SAND,,,XLNK,,"DETAILS: 20# XL GEL, 207355# 16/30 MSD SD, 187032# 20/40 MSD SD"
1366,3,ACID,8835,8994,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1366,4,FRAC,8835,8994,69524.0,GAL,X-LINKGEL,142107.0,LB,SAND,,,XLNK,20/40,"DETAILS: 15# XL ASSIST GEL, MSD SD"
1366,5,ACID,9209,10489,9000.0,GAL,A,0,undefined,undefined,,,HCL,,
1366,6,FRAC,9209,10489,896558.0,GAL,X-LINKGEL,712319.0,LB,SAND,,,XLNK,,"DETAILS: 12# XL ASSIST GEL, 361569# 20/40 MSD SD, 350750# 30/50 MSD SD"
1367,1,FRAC,7775,8684,309788.0,GAL,GEL,573891.0,LB,SAND,,,,,
1367,2,FRAC,9254,10549,834494.0,GAL,GEL,667819.0,LB,SAND,,,,,
1367,3,FRAC,10639,10671,167178.0,GAL,GEL,113937.0,LB,SAND,,,,,
1369,1,FRAC,8980,9060,67242.0,GAL,X-LINKGEL,147417.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL, WHITE SD"
1369,2,FRAC,9152,9240,66654.0,GAL,X-LINKGEL,141575.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL, WHITE SD"
1369,3,FRAC,9340,9448,62076.0,GAL,X-LINKGEL,101119.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL, WHITE SD"
1369,4,FRAC,9550,9608,60858.0,GAL,X-LINKGEL,100846.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL, WHITE SD"
1369,5,FRAC,9752,9810,76398.0,GAL,X-LINKGEL,121852.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL, WHITE SD"
1369,6,FRAC,9900,9960,62748.0,GAL,X-LINKGEL,103295.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL, WHITE SD"
1369,7,FRAC,10220,10240,62580.0,GAL,X-LINKGEL,101957.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL, WHITE SD"
1369,8,FRAC,10460,10558,57624.0,GAL,X-LINKGEL,60345.0,LB,SAND,,,XLNK,20/40,"DETAILS: 15# XL, SBXL"
1369,9,FRAC,10600,10720,65352.0,GAL,X-LINKGEL,64229.0,LB,SAND,,,XLNK,20/40,"DEATILS: 15# XL, SBXL"
1369,10,FRAC,10910,11096,40614.0,GAL,X-LINKGEL,24473.0,LB,SAND,,,XLNK,20/40,"DETAILS: 15# XL, SBXL"
1372,1,ACID,7730,7780,1250.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1372,2,FRAC,7730,7780,102816.0,GAL,X-LINKGEL,148.0,LB,SAND,,,XLNK,20/40,15#
1372,3,ACID,8080,8100,500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1372,4,FRAC,8080,8100,74718.0,GAL,X-LINKGEL,101000.0,LB,SAND,,,XLNK,20/40,15#
1372,5,ACID,8422,8442,500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1372,6,FRAC,8422,8442,94206.0,GAL,X-LINKGEL,163000.0,LB,SAND,,,XLNK,20/40,15#
1372,7,ACID,8770,8800,750.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1372,8,FRAC,8770,8800,75180.0,GAL,X-LINKGEL,99000.0,LB,SAND,,,XLNK,20/40,15#
1372,9,ACID,9390,9490,1500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1372,10,FRAC,9390,9490,210966.0,GAL,X-LINKGEL,244000.0,LB,SAND,,,XLNK,20/40,15#
1372,11,ACID,9900,9990,1500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1372,12,FRAC,9900,9990,166068.0,GAL,X-LINKGEL,50000.0,LB,SAND,,,XLNK,20/40,15#
1375,1,FRAC,9750,9940,61740.0,GAL,X-LINKGEL,100000.0,LB,RCSD,,,GELA,20/40,"DETAILS: 12# XL GEL, SLC SD"
1375,2,FRAC,10040,10060,15063.0,GAL,X-LINKGEL,500.0,LB,RCSD,,,XLNK,20/40,"DETAILS: 12# XL GEL, SLC SD"
1375,3,FRAC,10176,10262,16638.0,GAL,X-LINKGEL,300.0,LB,RCSD,,,XLNK,20/40,"DETAILS: 12# XL GEL, SLC SD"
1375,4,FRAC,10342,10470,61950.0,GAL,X-LINKGEL,11400.0,LB,RCSD,,,XLNK,20/40,"DETAILS: 12# XL GEL, SLC SD"
1375,5,FRAC,10620,10710,23337.0,GAL,X-LINKGEL,1000.0,LB,RCSD,,,XLNK,20/40,"DETAILS: 15# XL GEL, SLC SD"
1375,6,FRAC,10800,10864,89460.0,GAL,X-LINKGEL,90100.0,LB,RCSD,,,XLNK,20/40,"DETAILS: 15# XL GEL, SLC SD"
1375,7,FRAC,10978,10998,72702.0,GAL,X-LINKGEL,60000.0,LB,RCSD,,,XLNK,20/40,"DETAILS: 15# XL GEL, SLC SD"
1375,8,FRAC,11030,11098,16638.0,GAL,X-LINKGEL,9000.0,LB,RCSD,,,XLNK,20/40,"DETAILS: 15# XL GEL, SLC SD"
1375,9,FRAC,11202,11222,64932.0,GAL,X-LINKGEL,50200.0,LB,CER,,,XLNK,20/40,"DETAILS: 15# XL GEL, ISP SD"
1375,10,FRAC,11398,11468,60942.0,GAL,X-LINKGEL,50300.0,LB,CER,,,XLNK,20/40,"DETAILS: 15# XL GEL, ISP SD"
1375,11,FRAC,11548,11648,55364.0,GAL,GEL,2000.0,LB,RCSD,,,GELA,20/40,"DETAILS: 15# WF, SLC SD"
1376,1,FRAC,8162,8172,73000.0,GAL,X-LINKGEL,9000.0,LB,SAND,,,XLNK,20/40,BRADY
1376,2,FRAC,8575,8585,73000.0,GAL,X-LINKGEL,9000.0,LB,SAND,,,XLNK,20/40,BRADY
1376,3,FRAC,8914,8924,73000.0,GAL,X-LINKGEL,9000.0,LB,SAND,,,XLNK,20/40,BRADY
1376,4,FRAC,9175,9195,144000.0,GAL,X-LINKGEL,95000.0,LB,SAND,,,XLNK,20/40,OTTAWA
1376,5,FRAC,9502,9522,144000.0,GAL,X-LINKGEL,95000.0,LB,SAND,,,XLNK,20/40,OTTAWA
1376,6,FRAC,9780,9800,144000.0,GAL,X-LINKGEL,95000.0,LB,SAND,,,XLNK,20/40,OTTAWA
1376,7,FRAC,9976,9996,144000.0,GAL,X-LINKGEL,95000.0,LB,SAND,,,XLNK,20/40,OTTAWA
1376,8,FRAC,10649,10671,144000.0,GAL,X-LINKGEL,95000.0,LB,SAND,,,XLNK,20/40,OTTAWA
1377,1,FRAC,8420,10520,840000.0,GAL,X-LINKGEL,600000.0,LB,SAND,,,XLNK,20/40,
1379,1,FRAC,7552,10315,1063986.0,GAL,FLUD,984200.0,LB,SAND,,,,,
1381,1,FRAC,8150,11150,1314558.0,GAL,GEL,820100.0,LB,SAND,,,,,1314549 GAL GEL
1382,1,FRAC,9500,11010,792918.0,GAL,GEL,390020.0,LB,SAND,,,,,
1383,1,FRAC,8615,11060,1209726.0,GAL,GEL,714290.0,LB,SAND,,,,,1209726 GAL GEL
1386,1,FRAC,8812,8870,41874.0,GAL,X-LINKGEL,59429.0,LB,SAND,,,,20/40,"DETAILS: 15# XL, OTTAWA SD"
1386,2,FRAC,9102,9160,73668.0,GAL,X-LINKGEL,120468.0,LB,SAND,,,,20/40,"DETAILS: 15# XL, OTTAWA SD"
1386,3,FRAC,9304,9324,73182.0,GAL,X-LINKGEL,120986.0,LB,SAND,,,,20/40,"DETAILS: 15# XL, OTTAWA SD"
1386,4,FRAC,9464,9584,72156.0,GAL,X-LINKGEL,120104.0,LB,SAND,,,,20/40,"DETAILS: 15# XL, OTTAWA SD"
1386,5,FRAC,9740,9834,61530.0,GAL,X-LINKGEL,100092.0,LB,SAND,,,,20/40,"DETAILS: 15# XL, SB EXCEL"
1386,6,FRAC,10194,10450,61530.0,GAL,X-LINKGEL,100674.0,LB,SAND,,,,20/40,"DETAILS: 15# XL, SB EXCEL"
1386,7,FRAC,10620,10660,84252.0,GAL,X-LINKGEL,85290.0,LB,SAND,,,,20/40,"DETAILS: 15# XL, SB EXCEL"
1386,8,FRAC,10716,10854,91126.0,GAL,X-LINKGEL,91126.0,LB,SAND,,,,20/40,"DETAILS: 15# XL, SB EXCEL"
1386,9,FRAC,10914,10970,70844.0,GAL,X-LINKGEL,60184.0,LB,SAND,,,,20/40,"DETAILS: 15# XL, SB EXCEL"
1386,10,FRAC,11102,11200,71610.0,GAL,X-LINKGEL,59763.0,LB,SAND,,,,20/40,"DETAILS: 15# XL, SB EXCEL"
1386,11,FRAC,11354,11420,71316.0,GAL,X-LINKGEL,60178.0,LB,SAND,,,,20/40,"DETAILS: 15# XL, SB EXCEL"
1388,1,ACID,8080,9090,4500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1388,2,FRAC,8080,9090,401983.0,GAL,GEL,590534.0,LB,SAND,,,,,
1388,3,ACID,9258,9280,1500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1388,4,FRAC,9258,9280,65390.0,GAL,GEL,135526.0,LB,SAND,,,,,
1388,5,ACID,9400,10302,6000.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1388,6,FRAC,9400,10302,723111.0,GAL,GEL,423467.0,LB,SAND,,,,,
1389,1,ACID,8058,9088,6000.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1389,2,FRAC,8058,9088,265327.0,GAL,GEL,571709.0,LB,SAND,,,GELA,,
1389,3,ACID,9218,9266,1500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1389,4,FRAC,9218,9266,51583.0,GAL,GEL,152000.0,LB,SAND,,,GELA,,
1389,5,ACID,9407,10240,7500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1389,6,FRAC,9407,10240,804956.0,GAL,GEL,512506.0,LB,SAND,,,GELA,,
1390,1,ACID,7697,8977,4500.0,GAL,A,0,undefined,undefined,,,HCL,,
1390,2,FRAC,7697,8977,260994.0,GAL,X-LINKGEL,643278.0,LB,SAND,,,GELA,16/30,"DETAILS: 25# XLINK GEL, MSD SD"
1390,3,ACID,9151,9377,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1390,4,FRAC,9151,9377,66012.0,GAL,X-LINKGEL,157831.0,LB,SAND,,,GELA,16/30,"DETAILS: 25# XLINK GEL, MSD SD"
1390,5,ACID,9438,10588,4500.0,GAL,A,0,undefined,undefined,,,HCL,,
1390,6,FRAC,9438,10588,661248.0,GAL,X-LINKGEL,453808.0,LB,SAND,,,GELA,,"DETAILS: 10# XL ASSIST GEL, 149990# 20/40 MSD SD, 303818# 30/50 MSD SD"
1390,7,ACID,10714,10776,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1390,8,FRAC,10714,10776,191490.0,GAL,X-LINKGEL,131474.0,LB,SAND,,,GELA,30/50,"DETAILS: 10# XL ASSIST GEL, MSD SD"
1391,1,ACID,7781,8710,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1391,2,FRAC,7781,8710,160242.0,GAL,X-LINKGEL,370843.0,LB,SAND,,,GELA,,"DETAILS: 20# XL GEL, MSD SD"
1391,3,ACID,9144,9308,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1391,4,FRAC,9144,9308,84668.0,GAL,X-LINKGEL,196635.0,LB,SAND,,,GELA,,"DETAILS: 20# XL GEL, MSD SD"
1391,5,ACID,9477,10586,6000.0,GAL,A,0,undefined,undefined,,,HCL,,
1391,6,FRAC,9477,10586,621776.0,GAL,X-LINKGEL,491641.0,LB,SAND,,,GELA,,"DETAILS: 12# XL ASSIST GEL, MSD SD"
1391,7,ACID,10725,10816,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1391,8,FRAC,10725,10816,213940.0,GAL,X-LINKGEL,148091.0,LB,SAND,,,GELA,,"DETAILS: 12# XL ASSIST GEL, MSD SD"
1392,1,FRAC,7980,10930,1234338.0,GAL,GEL,779500.0,LB,SAND,,,,,1234338 GAL GEL
1393,1,FRAC,7985,10870,1476930.0,GAL,GEL,965380.0,LB,SAND,,,,,1476939 GAL GEL
1394,1,FRAC,7965,10800,1533924.0,GAL,GEL,956000.0,LB,SAND,,,GELA,,1533916 GAL GEL
1395,1,FRAC,7985,10710,1430142.0,GAL,GEL,871556.0,LB,SAND,,,,,1430142 GAL GEL
1396,1,ACID,7730,8957,4500.0,GAL,A,0,undefined,undefined,,,HCL,,
1396,2,FRAC,7730,8957,268302.0,GAL,X-LINKGEL,621081.0,LB,SAND,,,GELA,20/40,"DETAILS: 25# XLINK GEL, BRADY SD"
1396,3,ACID,9099,9298,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1396,4,FRAC,9099,9298,83466.0,GAL,X-LINKGEL,216016.0,LB,SAND,,,GELA,20/40,"DEATILS: 15# XLINK GEL, BRADY SD"
1396,5,ACID,9399,10559,4500.0,GAL,A,0,undefined,undefined,,,HCL,,
1396,6,FRAC,9399,10559,773376.0,GAL,X-LINKGEL,453757.0,LB,SAND,,,GELA,20/40,"DETAILS: 12# XLINK GEL, BRADY SD"
1396,7,ACID,10658,10766,4500.0,GAL,A,0,undefined,undefined,,,HCL,,
1396,8,FRAC,10658,10766,167448.0,GAL,X-LINKGEL,120834.0,LB,SAND,,,GELA,20/40,"DETAILS: 12# XLINK GEL, BRADY SD"
1398,1,ACID,8138,8370,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1398,2,FRAC,8138,8370,85366.0,GAL,X-LINKGEL,204612.0,LB,SAND,,,XLNK,16/30,20# XL GEL
1398,3,ACID,8886,9090,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1398,4,FRAC,8886,9090,70985.0,GAL,X-LINKGEL,163286.0,LB,SAND,,,XLNK,20/40,20# XL GEL
1398,5,ACID,9184,10560,9000.0,GAL,A,0,undefined,undefined,,,HCL,,
1398,6,FRAC,9184,10560,739002.0,GAL,GEL,573578.0,LB,SAND,,,XLNK,,"DETAILS: 10# LINEAR GEL, 20/40, 30/50 SD"
1400,1,ACID,8076,8997,3000.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1400,2,FRAC,8076,8997,299800.0,GAL,X-LINKGEL,617534.0,LB,SAND,,,XLNK,20/40,"DETAILS: 15#, 18#, 25# XL GEL, MSD SD"
1400,3,ACID,9280,9289,1500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1400,4,FRAC,9280,9289,82976.0,GAL,X-LINKGEL,147575.0,LB,SAND,,,XLNK,20/40,"DETAILS: 25# XL GEL, MSD SD"
1400,5,ACID,9446,10333,6000.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1400,6,FRAC,9446,10333,956063.0,GAL,X-LINKGEL,432462.0,LB,SAND,,,XLNK,,"DETAILS: 10# LINEAR GEL, 25# XL GEL, 20/40 MSD SD, 30/50 MSD SD"
1403,1,ACID,7820,10670,16000.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1403,2,FRAC,7820,10670,622902.0,GAL,X-LINKGEL,892456.0,LB,SAND,,,XLNK,,"DETAILS: 12-17# X-LINK GEL, 598810# 20/40 WHITE SD, 293646# 20/40 TG SD"
1405,1,ACID,7658,10625,17000.0,GAL,A,0,undefined,undefined,,,,,15%
1405,2,FRAC,7658,10625,655578.0,GAL,X-LINKGEL,1036000.0,LB,SAND,,,XLNK,,"DETAILS:12-17# X-LINK, 192540# 30/50 WHITE SD, 842969# 20/40 WHITE SD"
1406,1,ACID,9190,10780,10000.0,GAL,A,0,undefined,undefined,,,HCL,,15%
1406,2,FRAC,9190,10780,400700.0,GAL,X-LINKGEL,693800.0,LB,SANDRCSD,,,XLNK,20/40,"DETAILS: 20/40 SUPER LC SD, 20/40 WHITE SD"
1407,1,ACID,7936,8856,4500.0,GAL,A,0,undefined,undefined,,,HCL,,
1407,2,FRAC,7936,8856,224398.0,GAL,FLUD,514174.0,LB,SAND,,,GELA,,MSD
1407,3,ACID,8987,9200,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1407,4,FRAC,8987,9200,77375.0,GAL,FLUD,173758.0,LB,SAND,,,GELA,,MSD
1407,5,ACID,9290,10052,7500.0,GAL,A,0,undefined,undefined,,,HCL,,
1407,6,FRAC,9290,10052,785553.0,GAL,FLUD,556905.0,LB,SAND,,,GELA,,MSD
1408,1,ACID,8063,8840,3000.0,GAL,A,0,undefined,undefined,,,HCL,,
1408,2,FRAC,8063,8840,143356.0,GAL,X-LINKGEL,325095.0,LB,SAND,,,GELA,16/30,"DETAILS: 20# XL GEL, MSD"
1408,3,ACID,8942,9149,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1408,4,FRAC,8942,9149,79874.0,GAL,X-LINKGEL,185648.0,LB,SAND,,,GELA,20/40,"DETAILS: 15# XL GEL, MSD"
1408,5,ACID,9228,10483,6000.0,GAL,A,0,undefined,undefined,,,HCL,,
1408,6,FRAC,9228,10483,800704.0,GAL,X-LINKGEL,582309.0,LB,SAND,,,GELA,,"DETAILS: 12# XL ASSIST GEL, 292148# 20/40 MSD SD, 290161# 30/50 MSD"
1408,7,ACID,10546,10645,4500.0,GAL,A,0,undefined,undefined,,,HCL,,
1408,8,FRAC,10546,10645,194642.0,GAL,X-LINKGEL,135551.0,LB,SAND,,,GELA,30/50,"DETAILS: 12# XL ASSIST GEL, MSD"
1409,1,ACID,7138,8354,4500.0,GAL,A,0,undefined,undefined,,,HCL,,
1409,2,FRAC,7138,8354,332622.0,GAL,X-LINKGEL,606510.0,LB,SAND,,,BRKR,20/40,"DETAILS: 15# XL GEL, BRADY"
1409,3,ACID,8487,8623,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1409,4,FRAC,8487,8623,80043.0,GAL,X-LINKGEL,140036.0,LB,SAND,,,BRKR,20/40,"DETAILS: 15# XL ASSIST GEL, OTTAWA"
1409,5,ACID,8680,10245,6000.0,GAL,A,0,undefined,undefined,,,HCL,,
1409,6,FRAC,8680,10245,803890.0,GAL,X-LINKGEL,608030.0,LB,SAND,,,BRKR,20/40,"DETAILS: 10# XL ASSIST GEL, OTTAWA"
1409,7,ACID,10312,10394,4500.0,GAL,A,0,undefined,undefined,,,HCL,,
1409,8,FRAC,10312,10394,138466.0,GAL,X-LINKGEL,121072.0,LB,SAND,,,BRKR,30/50,"DETAILS: 10# XL ASSIST GEL, BRADY"
1411,1,FRAC,7154,8395,291852.0,GAL,GEL,645704.0,LB,SAND,,,GELA,,
1411,2,FRAC,8544,8764,119712.0,GAL,GEL,156284.0,LB,SAND,,,GELA,,
1411,3,FRAC,8836,10234,676794.0,GAL,GEL,640163.0,LB,SAND,,,GELA,,
1411,4,FRAC,10306,10414,143130.0,GAL,GEL,120904.0,LB,SAND,,,GELA,,
1411,5,ACID,7154,10414,5820.0,GAL,A,0,undefined,undefined,,,HCL,,
1412,1,FRAC,8884,10350,1020432.0,GAL,FLUD,615376.0,LB,SAND,,,,,
1413,1,FRAC,8641,10364,1095570.0,GAL,FLUD,738560.0,LB,SAND,,,,,
1414,1,ACID,7845,8539,3000.0,GAL,A,0,undefined,undefined,,,HCL,,
1414,2,FRAC,7845,8539,231052.0,GAL,X-LINKGEL,510524.0,LB,SAND,,,GELA,20/40,"DETAILS: 20# XL GEL, MSD"
1414,3,ACID,8721,8868,1500.0,GAL,A,0,undefined,undefined,,,HCL,,
1414,4,FRAC,8721,8868,74602.0,GAL,X-LINKGEL,171538.0,LB,SAND,,,GELA,20/40,"DETAILS: 18# XL GEL, MSD"
1414,5,ACID,8998,10329,6000.0,GAL,A,0,undefined,undefined,,,HCL,,
1414,6,FRAC,8998,10329,909450.0,GAL,X-LINKGEL,628006.0,LB,SAND,,,GELA,20/40,"DETAILS: 12# XL GEL, MSD"
1414,7,ACID,10386,10490,4500.0,GAL,A,0,undefined,undefined,,,HCL,,
1414,8,FRAC,10386,10490,216046.0,GAL,X-LINKGEL,150461.0,LB,SAND,,,GELA,30/50,"DETAILS: 12# XL GEL, MSD"
1416,1,ACID,9110,9190,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1416,2,FRAC,9110,9190,73248.0,GAL,X-LINKGEL,140700.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL GEL, WHITE SD"
1416,3,ACID,9270,9290,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1416,4,FRAC,9270,9290,64176.0,GAL,X-LINKGEL,113000.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL GEL, WHITE SD"
1416,5,ACID,9390,9461,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1416,6,FRAC,9390,9461,50232.0,GAL,X-LINKGEL,57400.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL GEL, WHITE SD"
1416,7,ACID,9565,9585,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1416,8,FRAC,9565,9585,81438.0,GAL,X-LINKGEL,60000.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL GEL, WHITE SD"
1416,9,ACID,9650,9670,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1416,10,FRAC,9650,9670,40152.0,GAL,X-LINKGEL,60000.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL GEL, WHITE SD"
1416,11,ACID,9805,10020,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1416,12,FRAC,9805,10020,102189.0,GAL,X-LINKGEL,150000.0,LB,SAND,,,XLNK,30/50,"DETAILS: 12# XL GEL, WHITE SD"
1416,13,ACID,10155,10188,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1416,14,FRAC,10155,10188,97314.0,GAL,X-LINKGEL,150000.0,LB,SAND,,,XLNK,30/50,"DETAILS: 12# XL GEL, WHITE SD"
1416,15,ACID,10258,10303,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1416,16,FRAC,10258,10303,118188.0,GAL,X-LINKGEL,101780.0,LB,RCSD,,,XLNK,20/40,"DETAILS: 15# XL GEL, SUPER LC SD"
1416,17,ACID,10640,10728,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1416,18,FRAC,10640,10728,80556.0,GAL,X-LINKGEL,80000.0,LB,RCSD,,,XLNK,20/40,"DETAILS: 15# XL GEL, SUPER LC SD"
1416,19,ACID,10800,10862,3000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1416,20,FRAC,10800,10862,86100.0,GAL,X-LINKGEL,80000.0,LB,RCSD,,,XLNK,20/40,"DETAILS: 15# XL GEL, SUPER LC SD"
1416,21,ACID,10980,11046,10.0,GAL,A,0,undefined,undefined,,,ACET,,
1417,1,ACID,9280,9300,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1417,2,FRAC,9280,9300,75016.0,GAL,X-LINKGEL,94720.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL GEL, WHITE SD"
1417,3,ACID,9388,9408,3000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1417,4,FRAC,9388,9408,78194.0,GAL,X-LINKGEL,120000.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL GEL, WHITE SD"
1417,5,ACID,9484,9556,3000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1417,6,FRAC,9484,9556,69982.0,GAL,X-LINKGEL,118000.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL GEL, WHITE SD"
1417,7,ACID,9668,9803,3000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1417,8,FRAC,9668,9803,91046.0,GAL,X-LINKGEL,118400.0,LB,CER,,,XLNK,20/40,"DETAILS: 12# XL GEL, BERRY ISP SD"
1417,9,ACID,9897,10022,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1417,10,FRAC,9897,10022,84638.0,GAL,X-LINKGEL,78290.0,LB,SAND,,,XLNK,20/40,"DETAILS: 12# XL GEL, WHITE SD"
1417,11,ACID,10418,10484,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1417,12,FRAC,10418,10484,109258.0,GAL,X-LINKGEL,90000.0,LB,CER,,,XLNK,20/40,"DETAILS: 12# XL GEL, BERRY ISP SD"
1417,13,ACID,10548,10712,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1417,14,FRAC,10548,10712,112496.0,GAL,X-LINKGEL,93500.0,LB,CER,,,XLNK,20/40,"DETAILS: 12# XL GEL, BERRY ISP SD"
1417,15,ACID,10800,10990,4000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1417,16,FRAC,10800,10990,99538.0,GAL,X-LINKGEL,100000.0,LB,CER,,,XLNK,20/40,"DETAILS: 12# XL GEL, BERRY ISP SD"
1418,1,ACID,9290,9360,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1418,2,FRAC,9290,9360,70224.0,GAL,X-LINKGEL,126177.0,LB,SAND,,,XLNK,,"DETAILS: 12# XL GEL, 30/50 SD, 20/40 WHITE SD"
1418,3,ACID,9432,9452,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1418,4,FRAC,9432,9452,32004.0,GAL,X-LINKGEL,14364.0,LB,SAND,,,XLNK,30/50,"DETAILS: 12# XL GEL, WHITE SD"
1418,5,ACID,9540,9598,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1418,6,FRAC,9540,9598,70602.0,GAL,X-LINKGEL,125238.0,LB,SAND,,,XLNK,30/50,"DETAILS: 12# XL GEL, WHITE SD"
1418,7,ACID,9760,9850,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
1418,8,FRAC,9760,9850,77112.0,GAL,X-LINKGEL,82677.0,LB,CER,,,XLNK,20/40,"DETAILS: 12# XL GEL, ISP SD"
1418,9,ACID,9922,10040,1000.0,GAL,A,0,undefined,undefined,,,HCL,,7.5%
